injury_code,injury_name,model_type,feature,coefficient,abs_coefficient
0,Control,fs_model,Cytoplasm_Texture_Correlation_AGP_20_0,0.0,0.0
0,Control,fs_model,Nuclei_AreaShape_Zernike_8_2,0.0,0.0
0,Control,fs_model,Nuclei_AreaShape_Zernike_5_5,0.0,0.0
0,Control,fs_model,Nuclei_AreaShape_Zernike_8_4,0.0,0.0
0,Control,fs_model,Nuclei_AreaShape_Zernike_8_6,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_Correlation_AGP_10_0,0.0,0.0
0,Control,fs_model,Nuclei_AreaShape_Zernike_7_3,0.0,0.0
0,Control,fs_model,Nuclei_AreaShape_Zernike_9_1,0.0,0.0
0,Control,fs_model,Nuclei_AreaShape_Zernike_5_1,0.0,0.0
0,Control,fs_model,Cytoplasm_RadialDistribution_RadialCV_RNA_2of4,0.0,0.0
0,Control,fs_model,Nuclei_Intensity_IntegratedIntensityEdge_RNA,0.0,0.0
0,Control,fs_model,Cytoplasm_RadialDistribution_RadialCV_DNA_1of4,0.0,0.0
0,Control,fs_model,Nuclei_Intensity_IntegratedIntensityEdge_ER,0.0,0.0
0,Control,fs_model,Nuclei_Intensity_IntegratedIntensityEdge_DNA,0.0,0.0
0,Control,fs_model,Cytoplasm_RadialDistribution_RadialCV_DNA_4of4,0.0,0.0
0,Control,fs_model,Cytoplasm_RadialDistribution_RadialCV_ER_1of4,0.0,0.0
0,Control,fs_model,Nuclei_Intensity_IntegratedIntensity_RNA,0.0,0.0
0,Control,fs_model,Nuclei_Intensity_IntegratedIntensity_ER,0.0,0.0
0,Control,fs_model,Cytoplasm_RadialDistribution_RadialCV_ER_4of4,0.0,0.0
0,Control,fs_model,Cytoplasm_RadialDistribution_RadialCV_Mito_1of4,0.0,0.0
0,Control,fs_model,Nuclei_Intensity_IntegratedIntensity_DNA,0.0,0.0
0,Control,fs_model,Cytoplasm_RadialDistribution_RadialCV_Mito_2of4,0.0,0.0
0,Control,fs_model,Nuclei_AreaShape_Zernike_9_7,0.0,0.0
0,Control,fs_model,Nuclei_AreaShape_Zernike_9_5,0.0,0.0
0,Control,fs_model,Nuclei_AreaShape_Zernike_9_3,0.0,0.0
0,Control,fs_model,Nuclei_AreaShape_Zernike_5_3,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_DifferenceVariance_ER_20_0,0.0,0.0
0,Control,fs_model,Nuclei_AreaShape_Zernike_4_2,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_InfoMeas1_DNA_10_0,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_DifferenceEntropy_ER_20_0,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_DifferenceEntropy_Mito_20_0,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_InfoMeas1_Mito_5_0,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_InfoMeas1_Mito_20_0,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_InfoMeas1_DNA_5_0,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_InfoMeas1_DNA_20_0,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_InfoMeas1_AGP_5_0,0.0,0.0
0,Control,fs_model,Nuclei_AreaShape_Zernike_3_1,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_InfoMeas1_AGP_20_0,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_Gabor_Mito_20,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_Gabor_DNA_5,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_Entropy_RNA_20_0,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_DifferenceEntropy_Mito_5_0,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_DifferenceVariance_Mito_20_0,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_InfoMeas2_DNA_10_0,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_InfoMeas2_ER_5_0,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_Correlation_Mito_5_0,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_InfoMeas2_Mito_5_0,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_InverseDifferenceMoment_RNA_20_0,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_Correlation_DNA_20_0,0.0,0.0
0,Control,fs_model,Nuclei_Intensity_MADIntensity_DNA,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_Correlation_DNA_10_0,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_SumAverage_Mito_5_0,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_SumVariance_AGP_10_0,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_SumVariance_ER_5_0,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_SumVariance_Mito_10_0,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_SumVariance_RNA_5_0,0.0,0.0
0,Control,fs_model,Nuclei_AreaShape_FormFactor,0.0,0.0
0,Control,fs_model,Nuclei_AreaShape_MinorAxisLength,0.0,0.0
0,Control,fs_model,Nuclei_AreaShape_Orientation,0.0,0.0
0,Control,fs_model,Cytoplasm_Texture_DifferenceVariance_DNA_5_0,0.0,0.0
0,Control,fs_model,Nuclei_AreaShape_Solidity,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Area,0.0,0.0
0,Control,fs_model,Nuclei_Intensity_MassDisplacement_AGP,0.0,0.0
0,Control,fs_model,Nuclei_Texture_Gabor_RNA_20,0.0,0.0
0,Control,fs_model,Nuclei_Texture_Gabor_Mito_5,0.0,0.0
0,Control,fs_model,Nuclei_Texture_Gabor_ER_5,0.0,0.0
0,Control,fs_model,Nuclei_Texture_Gabor_ER_20,0.0,0.0
0,Control,fs_model,Nuclei_Texture_Gabor_AGP_5,0.0,0.0
0,Control,fs_model,Nuclei_Texture_Gabor_AGP_20,0.0,0.0
0,Control,fs_model,Nuclei_Texture_Gabor_AGP_10,0.0,0.0
0,Control,fs_model,Nuclei_Texture_Entropy_DNA_20_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_Entropy_DNA_10_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_DifferenceVariance_RNA_5_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_DifferenceVariance_RNA_10_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_DifferenceVariance_Mito_5_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_DifferenceVariance_ER_5_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_DifferenceVariance_AGP_5_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_DifferenceEntropy_RNA_5_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_DifferenceEntropy_RNA_10_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_DifferenceEntropy_DNA_5_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_Correlation_RNA_20_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_Gabor_RNA_10,0.0,0.0
0,Control,fs_model,Nuclei_Texture_InfoMeas1_AGP_20_0,0.0,0.0
0,Control,fs_model,Nuclei_Intensity_MassDisplacement_DNA,0.0,0.0
0,Control,fs_model,Nuclei_Texture_InfoMeas1_Mito_10_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_SumEntropy_DNA_20_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_SumEntropy_DNA_10_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_SumAverage_RNA_5_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_SumAverage_Mito_5_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_SumAverage_DNA_10_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_SumAverage_AGP_5_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_InverseDifferenceMoment_RNA_5_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_InverseDifferenceMoment_DNA_5_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_InverseDifferenceMoment_DNA_20_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_InverseDifferenceMoment_DNA_10_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_InfoMeas2_Mito_10_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_InfoMeas2_DNA_5_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_InfoMeas2_DNA_20_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_InfoMeas2_DNA_10_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_InfoMeas1_RNA_20_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_InfoMeas1_RNA_10_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_InfoMeas1_Mito_20_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_Correlation_Mito_20_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_Correlation_ER_20_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_Correlation_DNA_20_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_Correlation_DNA_10_0,0.0,0.0
0,Control,fs_model,Nuclei_RadialDistribution_RadialCV_DNA_1of4,0.0,0.0
0,Control,fs_model,Nuclei_RadialDistribution_RadialCV_AGP_2of4,0.0,0.0
0,Control,fs_model,Nuclei_RadialDistribution_RadialCV_AGP_1of4,0.0,0.0
0,Control,fs_model,Nuclei_RadialDistribution_MeanFrac_RNA_2of4,0.0,0.0
0,Control,fs_model,Nuclei_RadialDistribution_MeanFrac_Mito_1of4,0.0,0.0
0,Control,fs_model,Nuclei_RadialDistribution_MeanFrac_DNA_3of4,0.0,0.0
0,Control,fs_model,Nuclei_RadialDistribution_MeanFrac_AGP_3of4,0.0,0.0
0,Control,fs_model,Nuclei_RadialDistribution_MeanFrac_AGP_1of4,0.0,0.0
0,Control,fs_model,Nuclei_RadialDistribution_FracAtD_RNA_3of4,0.0,0.0
0,Control,fs_model,Nuclei_RadialDistribution_FracAtD_Mito_3of4,0.0,0.0
0,Control,fs_model,Nuclei_RadialDistribution_FracAtD_AGP_3of4,0.0,0.0
0,Control,fs_model,Nuclei_Intensity_StdIntensityEdge_DNA,0.0,0.0
0,Control,fs_model,Nuclei_Intensity_MeanIntensityEdge_RNA,0.0,0.0
0,Control,fs_model,Cytoplasm_RadialDistribution_RadialCV_AGP_1of4,0.0,0.0
0,Control,fs_model,Nuclei_Intensity_MassDisplacement_RNA,0.0,0.0
0,Control,fs_model,Nuclei_Intensity_MassDisplacement_Mito,0.0,0.0
0,Control,fs_model,Nuclei_Intensity_MassDisplacement_ER,0.0,0.0
0,Control,fs_model,Nuclei_RadialDistribution_RadialCV_DNA_2of4,0.0,0.0
0,Control,fs_model,Nuclei_RadialDistribution_RadialCV_DNA_4of4,0.0,0.0
0,Control,fs_model,Nuclei_RadialDistribution_RadialCV_ER_1of4,0.0,0.0
0,Control,fs_model,Nuclei_Texture_AngularSecondMoment_AGP_20_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_Correlation_AGP_20_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_Correlation_AGP_10_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_Contrast_DNA_10_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_AngularSecondMoment_RNA_20_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_AngularSecondMoment_Mito_10_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_AngularSecondMoment_ER_20_0,0.0,0.0
0,Control,fs_model,Nuclei_Texture_AngularSecondMoment_DNA_20_0,0.0,0.0
0,Control,fs_model,Nuclei_RadialDistribution_RadialCV_RNA_3of4,0.0,0.0
0,Control,fs_model,Nuclei_RadialDistribution_RadialCV_ER_2of4,0.0,0.0
0,Control,fs_model,Nuclei_RadialDistribution_RadialCV_RNA_2of4,0.0,0.0
0,Control,fs_model,Nuclei_RadialDistribution_RadialCV_RNA_1of4,0.0,0.0
0,Control,fs_model,Nuclei_RadialDistribution_RadialCV_Mito_4of4,0.0,0.0
0,Control,fs_model,Nuclei_RadialDistribution_RadialCV_Mito_3of4,0.0,0.0
0,Control,fs_model,Nuclei_RadialDistribution_RadialCV_Mito_2of4,0.0,0.0
0,Control,fs_model,Nuclei_RadialDistribution_RadialCV_Mito_1of4,0.0,0.0
0,Control,fs_model,Nuclei_RadialDistribution_RadialCV_ER_3of4,0.0,0.0
0,Control,fs_model,Nuclei_Intensity_MeanIntensity_DNA,0.0,0.0
0,Control,fs_model,Cytoplasm_RadialDistribution_MeanFrac_DNA_2of4,0.0,0.0
0,Control,fs_model,Cytoplasm_RadialDistribution_MeanFrac_RNA_4of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_MeanFrac_Mito_3of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_RadialCV_ER_2of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_RadialCV_ER_1of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_RadialCV_DNA_4of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_RadialCV_DNA_3of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_RadialCV_DNA_2of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_RadialCV_DNA_1of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_RadialCV_AGP_3of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_RadialCV_AGP_1of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_MeanFrac_ER_3of4,0.0,0.0
0,Control,fs_model,Cells_Texture_DifferenceVariance_Mito_5_0,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_MeanFrac_DNA_4of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_MeanFrac_DNA_2of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_MeanFrac_DNA_1of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_MeanFrac_AGP_3of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_MeanFrac_AGP_1of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_FracAtD_Mito_3of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_FracAtD_ER_3of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_FracAtD_DNA_3of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_RadialCV_ER_3of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_RadialCV_Mito_1of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_RadialCV_Mito_2of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_RadialCV_Mito_3of4,0.0,0.0
0,Control,fs_model,Cells_Texture_DifferenceVariance_DNA_5_0,0.0,0.0
0,Control,fs_model,Cells_Texture_DifferenceVariance_DNA_20_0,0.0,0.0
0,Control,fs_model,Cells_Texture_DifferenceVariance_AGP_5_0,0.0,0.0
0,Control,fs_model,Cells_Texture_DifferenceVariance_AGP_10_0,0.0,0.0
0,Control,fs_model,Cells_Texture_Correlation_RNA_5_0,0.0,0.0
0,Control,fs_model,Cells_Texture_Correlation_RNA_10_0,0.0,0.0
0,Control,fs_model,Cells_Texture_Correlation_Mito_20_0,0.0,0.0
0,Control,fs_model,Cells_Texture_Correlation_DNA_5_0,0.0,0.0
0,Control,fs_model,Cells_Texture_Correlation_AGP_5_0,0.0,0.0
0,Control,fs_model,Cells_Texture_Correlation_AGP_10_0,0.0,0.0
0,Control,fs_model,Cells_Texture_AngularSecondMoment_RNA_20_0,0.0,0.0
0,Control,fs_model,Cells_Texture_AngularSecondMoment_Mito_5_0,0.0,0.0
0,Control,fs_model,Cells_Texture_AngularSecondMoment_AGP_5_0,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_RadialCV_RNA_3of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_RadialCV_RNA_2of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_RadialCV_RNA_1of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_RadialCV_Mito_4of4,0.0,0.0
0,Control,fs_model,Cells_RadialDistribution_FracAtD_AGP_3of4,0.0,0.0
0,Control,fs_model,Cells_Intensity_UpperQuartileIntensity_DNA,0.0,0.0
0,Control,fs_model,Cells_Intensity_StdIntensityEdge_DNA,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Zernike_8_0,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Zernike_7_3,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Zernike_7_1,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Zernike_6_2,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Zernike_6_0,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Zernike_5_5,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Zernike_5_3,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Zernike_5_1,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Zernike_4_0,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Zernike_3_1,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Zernike_2_2,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Zernike_2_0,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Zernike_1_1,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Solidity,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Perimeter,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Orientation,0.0,0.0
0,Control,fs_model,Cells_AreaShape_FormFactor,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Compactness,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Zernike_7_7,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Zernike_8_2,0.0,0.0
0,Control,fs_model,Cells_Intensity_MeanIntensityEdge_DNA,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Zernike_8_4,0.0,0.0
0,Control,fs_model,Cells_Intensity_MeanIntensityEdge_AGP,0.0,0.0
0,Control,fs_model,Cells_Intensity_MeanIntensity_DNA,0.0,0.0
0,Control,fs_model,Cells_Intensity_MaxIntensityEdge_ER,0.0,0.0
0,Control,fs_model,Cells_Intensity_MaxIntensity_ER,0.0,0.0
0,Control,fs_model,Cells_Intensity_MassDisplacement_Mito,0.0,0.0
0,Control,fs_model,Cells_Intensity_MassDisplacement_DNA,0.0,0.0
0,Control,fs_model,Cells_Intensity_MassDisplacement_AGP,0.0,0.0
0,Control,fs_model,Cells_Intensity_MADIntensity_ER,0.0,0.0
0,Control,fs_model,Cells_Intensity_MADIntensity_DNA,0.0,0.0
0,Control,fs_model,Cells_Intensity_IntegratedIntensityEdge_Mito,0.0,0.0
0,Control,fs_model,Cells_Intensity_IntegratedIntensity_RNA,0.0,0.0
0,Control,fs_model,Cells_Intensity_IntegratedIntensity_ER,0.0,0.0
0,Control,fs_model,Cells_Intensity_IntegratedIntensity_DNA,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Zernike_9_9,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Zernike_9_3,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Zernike_9_1,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Zernike_8_8,0.0,0.0
0,Control,fs_model,Cells_Texture_DifferenceVariance_Mito_10_0,0.0,0.0
0,Control,fs_model,Cells_Texture_Gabor_AGP_10,0.0,0.0
0,Control,fs_model,Cytoplasm_RadialDistribution_MeanFrac_RNA_1of4,0.0,0.0
0,Control,fs_model,Cytoplasm_AreaShape_Zernike_8_0,0.0,0.0
0,Control,fs_model,Cytoplasm_Intensity_IntegratedIntensityEdge_Mito,0.0,0.0
0,Control,fs_model,Cytoplasm_Intensity_IntegratedIntensity_RNA,0.0,0.0
0,Control,fs_model,Cytoplasm_AreaShape_Zernike_9_7,0.0,0.0
0,Control,fs_model,Cytoplasm_AreaShape_Zernike_9_5,0.0,0.0
0,Control,fs_model,Cytoplasm_AreaShape_Zernike_9_3,0.0,0.0
0,Control,fs_model,Cytoplasm_AreaShape_Zernike_9_1,0.0,0.0
0,Control,fs_model,Cytoplasm_AreaShape_Zernike_8_4,0.0,0.0
0,Control,fs_model,Cytoplasm_AreaShape_Zernike_8_2,0.0,0.0
0,Control,fs_model,Cytoplasm_AreaShape_Zernike_7_5,0.0,0.0
0,Control,fs_model,Cells_Texture_Gabor_AGP_5,0.0,0.0
0,Control,fs_model,Cytoplasm_AreaShape_Zernike_7_3,0.0,0.0
0,Control,fs_model,Cytoplasm_AreaShape_Zernike_7_1,0.0,0.0
0,Control,fs_model,Cytoplasm_AreaShape_Zernike_6_2,0.0,0.0
0,Control,fs_model,Cytoplasm_AreaShape_Zernike_6_0,0.0,0.0
0,Control,fs_model,Cytoplasm_AreaShape_Zernike_5_3,0.0,0.0
0,Control,fs_model,Cytoplasm_AreaShape_Zernike_5_1,0.0,0.0
0,Control,fs_model,Cytoplasm_AreaShape_Zernike_4_2,0.0,0.0
0,Control,fs_model,Cytoplasm_AreaShape_Zernike_3_3,0.0,0.0
0,Control,fs_model,Cytoplasm_Intensity_IntegratedIntensityEdge_RNA,0.0,0.0
0,Control,fs_model,Cytoplasm_Intensity_MADIntensity_DNA,0.0,0.0
0,Control,fs_model,Cytoplasm_Intensity_MassDisplacement_AGP,0.0,0.0
0,Control,fs_model,Cytoplasm_Intensity_MassDisplacement_DNA,0.0,0.0
0,Control,fs_model,Cytoplasm_RadialDistribution_MeanFrac_Mito_3of4,0.0,0.0
0,Control,fs_model,Cytoplasm_RadialDistribution_MeanFrac_Mito_2of4,0.0,0.0
0,Control,fs_model,Cytoplasm_RadialDistribution_MeanFrac_ER_3of4,0.0,0.0
0,Control,fs_model,Cytoplasm_RadialDistribution_MeanFrac_ER_2of4,0.0,0.0
0,Control,fs_model,Cells_AreaShape_Center_Y,0.0,0.0
0,Control,fs_model,Cytoplasm_RadialDistribution_MeanFrac_AGP_1of4,0.0,0.0
0,Control,fs_model,Cytoplasm_RadialDistribution_FracAtD_DNA_3of4,0.0,0.0
0,Control,fs_model,Cytoplasm_RadialDistribution_FracAtD_AGP_3of4,0.0,0.0
0,Control,fs_model,Cytoplasm_Intensity_UpperQuartileIntensity_DNA,0.0,0.0
0,Control,fs_model,Cytoplasm_Intensity_StdIntensityEdge_DNA,0.0,0.0
0,Control,fs_model,Cytoplasm_Intensity_StdIntensity_ER,0.0,0.0
0,Control,fs_model,Cytoplasm_Intensity_MinIntensity_AGP,0.0,0.0
0,Control,fs_model,Cytoplasm_Intensity_MeanIntensityEdge_AGP,0.0,0.0
0,Control,fs_model,Cytoplasm_Intensity_MaxIntensity_Mito,0.0,0.0
0,Control,fs_model,Cytoplasm_Intensity_MaxIntensity_AGP,0.0,0.0
0,Control,fs_model,Cytoplasm_Intensity_MassDisplacement_Mito,0.0,0.0
0,Control,fs_model,Cytoplasm_Intensity_MassDisplacement_ER,0.0,0.0
0,Control,fs_model,Cytoplasm_AreaShape_Zernike_3_1,0.0,0.0
0,Control,fs_model,Cytoplasm_AreaShape_Zernike_2_0,0.0,0.0
0,Control,fs_model,Cytoplasm_AreaShape_Zernike_1_1,0.0,0.0
0,Control,fs_model,Cells_Texture_InfoMeas2_DNA_20_0,0.0,0.0
0,Control,fs_model,Cells_Texture_InfoMeas2_AGP_20_0,0.0,0.0
0,Control,fs_model,Cells_Texture_InfoMeas1_RNA_5_0,0.0,0.0
0,Control,fs_model,Cells_Texture_InfoMeas1_Mito_10_0,0.0,0.0
0,Control,fs_model,Cells_Texture_InfoMeas1_ER_5_0,0.0,0.0
0,Control,fs_model,Cells_Texture_InfoMeas1_DNA_5_0,0.0,0.0
0,Control,fs_model,Cells_Texture_InfoMeas1_AGP_5_0,0.0,0.0
0,Control,fs_model,Cells_Texture_Gabor_RNA_5,0.0,0.0
0,Control,fs_model,Cells_Texture_Gabor_RNA_20,0.0,0.0
